Supplier_ID,Supplier_Name,Ingredient_Code,Ingredient_Name,CAS_Number,Purity,Batch_Number,Physical_State,pH,Toxicity_Profile,Solubility,Stability_Info,Recommended_Usage,Regulatory_Status,Shelf_Life,Lead_Time_for_Delivery,Availability,Cost_per_Unit,Safety_Data_Sheet,Transport_Conditions
SUP_8078,Global Chem Ltd,ING_20263,Sulfuric Acid,77-92-9,93.85%,BN_6556_08,Liquid,8.29,Irritant,Partially soluble,Avoid sunlight,1.07%,Non-Compliant,31 months,6 working days,Out of Stock,₹371.40 / unit,https://supplierportal.com/SDS/8554,Handle with care
SUP_9852,Global Chem Ltd,ING_86839,Sodium Hypochlorite,12125-02-9,95.93%,BN_1659_03,Gas,13.71,Non-Toxic,Soluble in water,Keep refrigerated,6.65%,REACH Compliant,7 months,6 working days,Limited Stock,₹552.82 / unit,https://supplierportal.com/SDS/1971,Fragile
SUP_1778,ABC Chemicals Pvt Ltd,ING_58031,Sodium Hypochlorite,7664-93-9,95.20%,BN_2995_11,Gas,5.21,Corrosive,Partially soluble,Keep refrigerated,9.68%,Non-Compliant,28 months,6 working days,In Stock,₹399.11 / unit,https://supplierportal.com/SDS/3083,Fragile
SUP_3460,XYZ Suppliers,ING_81899,Sulfuric Acid,7647-01-0,98.35%,BN_9780_05,Liquid,1.14,Non-Toxic,Soluble in water,Avoid sunlight,1.63%,REACH Compliant,30 months,14 working days,In Stock,₹299.24 / unit,https://supplierportal.com/SDS/4654,Handle with care
SUP_2647,ABC Chemicals Pvt Ltd,ING_48804,Sodium Hypochlorite,77-92-9,99.94%,BN_9066_11,Solid,9.25,Irritant,Soluble in water,Keep refrigerated,8.51%,Non-Compliant,22 months,4 working days,Limited Stock,₹642.38 / unit,https://supplierportal.com/SDS/9737,Handle with care
SUP_2182,Prime Chemicals,ING_31917,Hydrochloric Acid,77-92-9,98.46%,BN_5619_06,Gas,12.75,Irritant,Soluble in water,Avoid sunlight,5.59%,REACH Compliant,31 months,6 working days,Out of Stock,₹198.82 / unit,https://supplierportal.com/SDS/4672,Fragile
SUP_6227,Prime Chemicals,ING_94543,Hydrochloric Acid,77-92-9,99.59%,BN_8249_08,Gas,4.54,Irritant,Insoluble,Stable under 25°C,2.24%,Non-Compliant,36 months,11 working days,Out of Stock,₹326.91 / unit,https://supplierportal.com/SDS/6812,Hazardous Material
SUP_4773,ABC Chemicals Pvt Ltd,ING_30576,Sodium Hypochlorite,7681-52-9,96.42%,BN_7967_07,Gas,1.72,Irritant,Soluble in water,Avoid sunlight,9.70%,Non-Compliant,22 months,14 working days,Out of Stock,₹501.23 / unit,https://supplierportal.com/SDS/4571,Fragile
SUP_4250,Global Chem Ltd,ING_56606,Sodium Hypochlorite,12125-02-9,93.41%,BN_6001_07,Gas,9.62,Corrosive,Partially soluble,Stable under 25°C,4.39%,Non-Compliant,7 months,5 working days,Out of Stock,₹487.84 / unit,https://supplierportal.com/SDS/3574,Handle with care
SUP_9130,Global Chem Ltd,ING_86352,Sulfuric Acid,77-92-9,99.39%,BN_6418_01,Liquid,6.93,Corrosive,Insoluble,Keep refrigerated,8.85%,Non-Compliant,30 months,8 working days,Out of Stock,₹140.37 / unit,https://supplierportal.com/SDS/5792,Fragile
SUP_3018,Global Chem Ltd,ING_80199,Ammonium Chloride,7647-01-0,92.55%,BN_9317_06,Liquid,7.46,Irritant,Insoluble,Keep refrigerated,9.50%,REACH Compliant,21 months,12 working days,In Stock,₹330.94 / unit,https://supplierportal.com/SDS/3748,Handle with care
SUP_1145,XYZ Suppliers,ING_96066,Citric Acid,12125-02-9,91.88%,BN_9707_02,Solid,6.94,Corrosive,Soluble in water,Stable under 25°C,9.98%,Non-Compliant,30 months,5 working days,Limited Stock,₹583.48 / unit,https://supplierportal.com/SDS/1334,Handle with care
SUP_6983,Prime Chemicals,ING_78671,Sulfuric Acid,77-92-9,97.71%,BN_8485_08,Gas,1.45,Irritant,Soluble in water,Avoid sunlight,6.18%,Non-Compliant,26 months,3 working days,In Stock,₹843.37 / unit,https://supplierportal.com/SDS/1600,Fragile
SUP_7157,XYZ Suppliers,ING_26221,Ammonium Chloride,7664-93-9,97.91%,BN_7157_01,Liquid,7.84,Corrosive,Soluble in water,Avoid sunlight,1.03%,Non-Compliant,27 months,13 working days,Limited Stock,₹715.87 / unit,https://supplierportal.com/SDS/2749,Hazardous Material
SUP_3352,XYZ Suppliers,ING_14597,Hydrochloric Acid,7647-01-0,99.20%,BN_3550_08,Solid,2.73,Irritant,Partially soluble,Keep refrigerated,5.34%,Non-Compliant,8 months,9 working days,Limited Stock,₹416.29 / unit,https://supplierportal.com/SDS/1283,Handle with care
SUP_2213,XYZ Suppliers,ING_58084,Ammonium Chloride,12125-02-9,93.45%,BN_9726_11,Liquid,13.14,Non-Toxic,Soluble in water,Stable under 25°C,8.35%,Non-Compliant,22 months,13 working days,Limited Stock,₹869.21 / unit,https://supplierportal.com/SDS/8900,Handle with care
SUP_5980,XYZ Suppliers,ING_74077,Sulfuric Acid,7647-01-0,96.36%,BN_5532_09,Solid,9.77,Corrosive,Partially soluble,Stable under 25°C,8.36%,REACH Compliant,18 months,12 working days,Limited Stock,₹475.72 / unit,https://supplierportal.com/SDS/5423,Hazardous Material
SUP_4544,XYZ Suppliers,ING_70433,Citric Acid,12125-02-9,98.36%,BN_6356_07,Solid,12.96,Irritant,Partially soluble,Keep refrigerated,2.41%,REACH Compliant,17 months,12 working days,Out of Stock,₹730.44 / unit,https://supplierportal.com/SDS/1898,Fragile
SUP_3476,Prime Chemicals,ING_52241,Ammonium Chloride,77-92-9,90.11%,BN_4907_03,Gas,2.21,Irritant,Soluble in water,Stable under 25°C,1.01%,REACH Compliant,19 months,4 working days,Out of Stock,₹695.26 / unit,https://supplierportal.com/SDS/7787,Hazardous Material
SUP_2745,XYZ Suppliers,ING_20953,Ammonium Chloride,7681-52-9,93.31%,BN_3076_12,Liquid,13.46,Non-Toxic,Partially soluble,Keep refrigerated,8.26%,Non-Compliant,16 months,4 working days,Out of Stock,₹988.53 / unit,https://supplierportal.com/SDS/4714,Fragile
SUP_6507,XYZ Suppliers,ING_13026,Sulfuric Acid,77-92-9,97.18%,BN_5334_09,Liquid,6.49,Non-Toxic,Insoluble,Avoid sunlight,6.15%,Non-Compliant,35 months,12 working days,In Stock,₹337.10 / unit,https://supplierportal.com/SDS/3721,Hazardous Material
SUP_7813,ABC Chemicals Pvt Ltd,ING_83067,Sulfuric Acid,7681-52-9,96.00%,BN_8571_11,Liquid,3.13,Corrosive,Insoluble,Stable under 25°C,3.91%,Non-Compliant,13 months,6 working days,Out of Stock,₹844.73 / unit,https://supplierportal.com/SDS/2008,Hazardous Material
SUP_8955,XYZ Suppliers,ING_68839,Sodium Hypochlorite,7664-93-9,92.42%,BN_3817_04,Solid,7.56,Non-Toxic,Partially soluble,Keep refrigerated,7.79%,Non-Compliant,10 months,4 working days,In Stock,₹329.32 / unit,https://supplierportal.com/SDS/4653,Handle with care
SUP_1894,XYZ Suppliers,ING_22111,Ammonium Chloride,12125-02-9,94.73%,BN_9957_11,Solid,11.35,Irritant,Soluble in water,Stable under 25°C,1.28%,Non-Compliant,26 months,8 working days,Limited Stock,₹801.93 / unit,https://supplierportal.com/SDS/7266,Hazardous Material
SUP_5497,XYZ Suppliers,ING_24749,Hydrochloric Acid,7647-01-0,91.46%,BN_9167_04,Liquid,2.66,Corrosive,Soluble in water,Avoid sunlight,3.59%,Non-Compliant,32 months,12 working days,Out of Stock,₹584.23 / unit,https://supplierportal.com/SDS/9638,Fragile
SUP_4049,Prime Chemicals,ING_61666,Sodium Hypochlorite,7664-93-9,95.93%,BN_6298_04,Solid,9.45,Non-Toxic,Soluble in water,Avoid sunlight,8.43%,REACH Compliant,36 months,6 working days,Out of Stock,₹867.41 / unit,https://supplierportal.com/SDS/3693,Handle with care
SUP_1138,Global Chem Ltd,ING_26911,Hydrochloric Acid,12125-02-9,92.37%,BN_1899_05,Solid,6.69,Corrosive,Insoluble,Stable under 25°C,4.93%,Non-Compliant,9 months,12 working days,In Stock,₹655.47 / unit,https://supplierportal.com/SDS/8581,Fragile
SUP_1157,Global Chem Ltd,ING_87031,Citric Acid,77-92-9,91.67%,BN_4466_01,Gas,1.99,Irritant,Soluble in water,Avoid sunlight,8.18%,REACH Compliant,27 months,13 working days,Limited Stock,₹924.08 / unit,https://supplierportal.com/SDS/2397,Hazardous Material
SUP_2715,XYZ Suppliers,ING_73158,Sodium Hypochlorite,7647-01-0,96.55%,BN_9704_11,Gas,8.91,Irritant,Soluble in water,Stable under 25°C,4.75%,REACH Compliant,25 months,3 working days,Limited Stock,₹636.35 / unit,https://supplierportal.com/SDS/7668,Hazardous Material
SUP_7992,Prime Chemicals,ING_95849,Sodium Hypochlorite,77-92-9,92.98%,BN_9157_08,Liquid,9.14,Non-Toxic,Partially soluble,Avoid sunlight,6.75%,Non-Compliant,28 months,6 working days,In Stock,₹763.22 / unit,https://supplierportal.com/SDS/7377,Fragile
SUP_2535,Prime Chemicals,ING_41550,Sulfuric Acid,7664-93-9,96.40%,BN_9275_01,Gas,13.17,Non-Toxic,Soluble in water,Stable under 25°C,6.41%,Non-Compliant,22 months,6 working days,Out of Stock,₹825.44 / unit,https://supplierportal.com/SDS/3911,Fragile
SUP_5535,Global Chem Ltd,ING_49636,Ammonium Chloride,7647-01-0,91.36%,BN_4069_12,Solid,5.51,Irritant,Partially soluble,Keep refrigerated,2.07%,REACH Compliant,36 months,14 working days,Out of Stock,₹217.74 / unit,https://supplierportal.com/SDS/2047,Fragile
SUP_6476,ABC Chemicals Pvt Ltd,ING_68801,Ammonium Chloride,7681-52-9,95.94%,BN_7684_11,Gas,12.45,Non-Toxic,Partially soluble,Keep refrigerated,6.94%,REACH Compliant,7 months,9 working days,In Stock,₹210.22 / unit,https://supplierportal.com/SDS/6229,Fragile
SUP_3868,ABC Chemicals Pvt Ltd,ING_99598,Sodium Hypochlorite,7681-52-9,91.29%,BN_7864_06,Liquid,2.86,Non-Toxic,Partially soluble,Stable under 25°C,8.19%,Non-Compliant,27 months,7 working days,In Stock,₹689.59 / unit,https://supplierportal.com/SDS/4127,Fragile
SUP_8930,ABC Chemicals Pvt Ltd,ING_36743,Sodium Hypochlorite,77-92-9,96.80%,BN_5494_12,Gas,12.96,Non-Toxic,Partially soluble,Keep refrigerated,8.05%,Non-Compliant,34 months,3 working days,Out of Stock,₹697.30 / unit,https://supplierportal.com/SDS/9603,Hazardous Material
SUP_2110,XYZ Suppliers,ING_97972,Hydrochloric Acid,77-92-9,95.78%,BN_1011_11,Gas,1.27,Non-Toxic,Partially soluble,Stable under 25°C,3.98%,Non-Compliant,6 months,11 working days,Limited Stock,₹943.83 / unit,https://supplierportal.com/SDS/5426,Hazardous Material
SUP_4923,Global Chem Ltd,ING_53353,Sulfuric Acid,7664-93-9,99.16%,BN_7055_04,Solid,6.16,Non-Toxic,Insoluble,Stable under 25°C,4.60%,REACH Compliant,15 months,6 working days,In Stock,₹846.87 / unit,https://supplierportal.com/SDS/8814,Hazardous Material
SUP_3935,XYZ Suppliers,ING_69610,Sulfuric Acid,7664-93-9,95.96%,BN_8491_09,Liquid,8.63,Corrosive,Partially soluble,Stable under 25°C,1.13%,REACH Compliant,18 months,6 working days,In Stock,₹148.92 / unit,https://supplierportal.com/SDS/7602,Hazardous Material
SUP_8896,Prime Chemicals,ING_55892,Sulfuric Acid,7664-93-9,99.45%,BN_7531_09,Liquid,5.8,Non-Toxic,Soluble in water,Stable under 25°C,4.09%,Non-Compliant,36 months,12 working days,Limited Stock,₹153.11 / unit,https://supplierportal.com/SDS/4756,Fragile
SUP_4305,ABC Chemicals Pvt Ltd,ING_74652,Hydrochloric Acid,12125-02-9,94.12%,BN_9508_06,Solid,8.12,Irritant,Insoluble,Avoid sunlight,1.89%,REACH Compliant,36 months,4 working days,Limited Stock,₹879.47 / unit,https://supplierportal.com/SDS/8089,Fragile
SUP_4142,XYZ Suppliers,ING_76711,Citric Acid,77-92-9,95.61%,BN_2379_08,Solid,12.04,Irritant,Partially soluble,Stable under 25°C,4.10%,REACH Compliant,7 months,9 working days,Out of Stock,₹994.47 / unit,https://supplierportal.com/SDS/4935,Hazardous Material
SUP_3140,XYZ Suppliers,ING_78061,Hydrochloric Acid,77-92-9,92.03%,BN_3500_05,Gas,5.68,Non-Toxic,Insoluble,Avoid sunlight,6.15%,Non-Compliant,14 months,10 working days,In Stock,₹266.22 / unit,https://supplierportal.com/SDS/4197,Handle with care
SUP_4610,Prime Chemicals,ING_11252,Sulfuric Acid,12125-02-9,93.89%,BN_1017_12,Gas,1.6,Corrosive,Insoluble,Stable under 25°C,3.81%,REACH Compliant,24 months,6 working days,Out of Stock,₹383.93 / unit,https://supplierportal.com/SDS/3941,Fragile
SUP_6425,XYZ Suppliers,ING_68090,Sodium Hypochlorite,12125-02-9,97.16%,BN_6236_07,Solid,6.12,Non-Toxic,Insoluble,Stable under 25°C,1.96%,Non-Compliant,16 months,5 working days,Limited Stock,₹530.91 / unit,https://supplierportal.com/SDS/9844,Handle with care
SUP_1279,ABC Chemicals Pvt Ltd,ING_77596,Sulfuric Acid,7681-52-9,96.95%,BN_1822_04,Liquid,2.32,Irritant,Insoluble,Keep refrigerated,2.41%,Non-Compliant,13 months,9 working days,Limited Stock,₹272.66 / unit,https://supplierportal.com/SDS/1468,Handle with care
SUP_4031,Global Chem Ltd,ING_81807,Sodium Hypochlorite,7681-52-9,98.08%,BN_6008_11,Gas,1.31,Corrosive,Soluble in water,Keep refrigerated,5.40%,REACH Compliant,27 months,11 working days,Out of Stock,₹729.06 / unit,https://supplierportal.com/SDS/7694,Hazardous Material
SUP_8311,XYZ Suppliers,ING_33591,Ammonium Chloride,7681-52-9,91.87%,BN_3143_03,Solid,9.9,Irritant,Insoluble,Avoid sunlight,8.93%,Non-Compliant,26 months,5 working days,Out of Stock,₹760.09 / unit,https://supplierportal.com/SDS/6418,Hazardous Material
SUP_5593,ABC Chemicals Pvt Ltd,ING_61530,Hydrochloric Acid,12125-02-9,90.68%,BN_1299_08,Liquid,3.96,Irritant,Partially soluble,Avoid sunlight,2.15%,REACH Compliant,13 months,8 working days,Out of Stock,₹560.61 / unit,https://supplierportal.com/SDS/4808,Fragile
SUP_4985,Prime Chemicals,ING_72699,Hydrochloric Acid,77-92-9,96.21%,BN_6760_05,Solid,10.74,Irritant,Soluble in water,Keep refrigerated,5.04%,REACH Compliant,22 months,8 working days,In Stock,₹135.86 / unit,https://supplierportal.com/SDS/9487,Handle with care
SUP_8336,Prime Chemicals,ING_70902,Hydrochloric Acid,7681-52-9,93.10%,BN_8600_04,Gas,12.02,Non-Toxic,Partially soluble,Avoid sunlight,3.57%,Non-Compliant,19 months,11 working days,Out of Stock,₹967.83 / unit,https://supplierportal.com/SDS/1626,Fragile
SUP_2008,ABC Chemicals Pvt Ltd,ING_59773,Sulfuric Acid,7681-52-9,97.88%,BN_6626_05,Liquid,3.38,Non-Toxic,Soluble in water,Keep refrigerated,5.94%,REACH Compliant,19 months,8 working days,In Stock,₹912.18 / unit,https://supplierportal.com/SDS/2680,Fragile
SUP_8117,Prime Chemicals,ING_70427,Hydrochloric Acid,7681-52-9,92.60%,BN_3317_04,Liquid,10.29,Non-Toxic,Insoluble,Avoid sunlight,4.52%,Non-Compliant,33 months,11 working days,Limited Stock,₹999.46 / unit,https://supplierportal.com/SDS/8839,Handle with care
SUP_2901,XYZ Suppliers,ING_84900,Hydrochloric Acid,12125-02-9,95.76%,BN_5987_11,Gas,11.19,Corrosive,Insoluble,Keep refrigerated,1.68%,REACH Compliant,7 months,14 working days,In Stock,₹428.40 / unit,https://supplierportal.com/SDS/5471,Hazardous Material
SUP_4616,ABC Chemicals Pvt Ltd,ING_77246,Sodium Hypochlorite,12125-02-9,95.56%,BN_3722_06,Liquid,6.59,Non-Toxic,Insoluble,Keep refrigerated,5.62%,REACH Compliant,9 months,12 working days,Limited Stock,₹133.20 / unit,https://supplierportal.com/SDS/5639,Hazardous Material
SUP_8400,XYZ Suppliers,ING_88304,Sodium Hypochlorite,7681-52-9,97.77%,BN_7563_02,Solid,6.46,Non-Toxic,Soluble in water,Keep refrigerated,7.11%,Non-Compliant,9 months,13 working days,Limited Stock,₹101.75 / unit,https://supplierportal.com/SDS/2962,Hazardous Material
SUP_6198,XYZ Suppliers,ING_41063,Citric Acid,12125-02-9,93.30%,BN_7013_07,Gas,5.84,Irritant,Soluble in water,Keep refrigerated,4.22%,REACH Compliant,26 months,4 working days,Limited Stock,₹312.66 / unit,https://supplierportal.com/SDS/8236,Hazardous Material
SUP_3421,XYZ Suppliers,ING_72786,Sodium Hypochlorite,7681-52-9,99.30%,BN_6646_10,Solid,6.09,Corrosive,Partially soluble,Stable under 25°C,9.87%,REACH Compliant,12 months,8 working days,Out of Stock,₹863.57 / unit,https://supplierportal.com/SDS/1112,Fragile
SUP_9105,Prime Chemicals,ING_77131,Sulfuric Acid,7647-01-0,94.30%,BN_5463_12,Solid,2.2,Corrosive,Partially soluble,Avoid sunlight,9.39%,REACH Compliant,27 months,9 working days,Out of Stock,₹504.32 / unit,https://supplierportal.com/SDS/8047,Fragile
SUP_7677,ABC Chemicals Pvt Ltd,ING_42704,Sulfuric Acid,7647-01-0,94.49%,BN_3556_09,Solid,11.5,Corrosive,Soluble in water,Keep refrigerated,7.02%,Non-Compliant,13 months,11 working days,Limited Stock,₹884.63 / unit,https://supplierportal.com/SDS/8376,Hazardous Material
SUP_1199,Prime Chemicals,ING_35763,Sulfuric Acid,77-92-9,99.42%,BN_7345_07,Gas,1.2,Non-Toxic,Insoluble,Keep refrigerated,2.42%,REACH Compliant,6 months,10 working days,In Stock,₹346.40 / unit,https://supplierportal.com/SDS/2368,Handle with care
SUP_1834,XYZ Suppliers,ING_25148,Hydrochloric Acid,12125-02-9,92.41%,BN_7348_04,Liquid,8.02,Non-Toxic,Soluble in water,Avoid sunlight,5.90%,REACH Compliant,22 months,10 working days,Limited Stock,₹519.81 / unit,https://supplierportal.com/SDS/3272,Fragile
SUP_3733,XYZ Suppliers,ING_64208,Sodium Hypochlorite,7664-93-9,92.56%,BN_4850_12,Gas,13.07,Corrosive,Soluble in water,Avoid sunlight,7.66%,Non-Compliant,36 months,10 working days,Limited Stock,₹451.64 / unit,https://supplierportal.com/SDS/3452,Fragile
SUP_5781,Global Chem Ltd,ING_10850,Hydrochloric Acid,12125-02-9,97.61%,BN_2483_08,Liquid,2.63,Irritant,Partially soluble,Avoid sunlight,7.55%,REACH Compliant,12 months,5 working days,Out of Stock,₹958.20 / unit,https://supplierportal.com/SDS/1434,Handle with care
SUP_2608,XYZ Suppliers,ING_23910,Citric Acid,12125-02-9,91.82%,BN_4216_11,Liquid,7.49,Irritant,Insoluble,Avoid sunlight,9.09%,Non-Compliant,33 months,3 working days,Out of Stock,₹464.74 / unit,https://supplierportal.com/SDS/5661,Handle with care
SUP_6433,Global Chem Ltd,ING_87772,Sulfuric Acid,7664-93-9,91.14%,BN_5894_03,Liquid,4.21,Non-Toxic,Soluble in water,Avoid sunlight,2.33%,Non-Compliant,27 months,12 working days,Limited Stock,₹468.65 / unit,https://supplierportal.com/SDS/1218,Handle with care
SUP_7080,ABC Chemicals Pvt Ltd,ING_12807,Ammonium Chloride,77-92-9,95.75%,BN_7296_04,Solid,4.56,Corrosive,Soluble in water,Avoid sunlight,2.73%,Non-Compliant,9 months,9 working days,In Stock,₹670.26 / unit,https://supplierportal.com/SDS/6354,Handle with care
SUP_1725,ABC Chemicals Pvt Ltd,ING_92525,Sulfuric Acid,12125-02-9,95.12%,BN_4344_07,Liquid,1.16,Irritant,Soluble in water,Stable under 25°C,4.69%,REACH Compliant,8 months,9 working days,Limited Stock,₹352.32 / unit,https://supplierportal.com/SDS/6320,Handle with care
SUP_8107,Global Chem Ltd,ING_10440,Ammonium Chloride,12125-02-9,94.12%,BN_8918_04,Gas,2.64,Corrosive,Partially soluble,Keep refrigerated,6.41%,REACH Compliant,11 months,13 working days,In Stock,₹383.63 / unit,https://supplierportal.com/SDS/9860,Hazardous Material
SUP_3997,Global Chem Ltd,ING_64973,Sulfuric Acid,7647-01-0,93.77%,BN_6274_02,Liquid,2.87,Irritant,Partially soluble,Keep refrigerated,5.44%,Non-Compliant,11 months,5 working days,In Stock,₹412.66 / unit,https://supplierportal.com/SDS/4718,Hazardous Material
SUP_5741,XYZ Suppliers,ING_37676,Sulfuric Acid,77-92-9,99.89%,BN_7597_08,Solid,5.13,Irritant,Insoluble,Avoid sunlight,2.81%,REACH Compliant,22 months,13 working days,Limited Stock,₹488.83 / unit,https://supplierportal.com/SDS/3121,Hazardous Material
SUP_1343,Prime Chemicals,ING_80883,Hydrochloric Acid,7647-01-0,94.87%,BN_7826_03,Gas,4.12,Non-Toxic,Insoluble,Avoid sunlight,4.28%,Non-Compliant,29 months,3 working days,In Stock,₹410.04 / unit,https://supplierportal.com/SDS/6142,Hazardous Material
SUP_4277,Global Chem Ltd,ING_27029,Citric Acid,12125-02-9,96.37%,BN_8595_05,Gas,10.89,Corrosive,Insoluble,Stable under 25°C,5.14%,Non-Compliant,12 months,11 working days,In Stock,₹634.25 / unit,https://supplierportal.com/SDS/5620,Handle with care
SUP_1224,Global Chem Ltd,ING_75321,Sodium Hypochlorite,77-92-9,92.22%,BN_4821_12,Solid,4.36,Non-Toxic,Insoluble,Avoid sunlight,7.92%,Non-Compliant,17 months,8 working days,Out of Stock,₹636.61 / unit,https://supplierportal.com/SDS/6098,Handle with care
SUP_8232,XYZ Suppliers,ING_76448,Sulfuric Acid,7681-52-9,93.01%,BN_4701_07,Liquid,2.93,Irritant,Partially soluble,Stable under 25°C,5.87%,REACH Compliant,8 months,13 working days,In Stock,₹151.37 / unit,https://supplierportal.com/SDS/5792,Handle with care
SUP_5363,ABC Chemicals Pvt Ltd,ING_12441,Sodium Hypochlorite,7664-93-9,90.22%,BN_3686_03,Gas,10.28,Irritant,Partially soluble,Stable under 25°C,9.05%,REACH Compliant,10 months,3 working days,Out of Stock,₹440.36 / unit,https://supplierportal.com/SDS/4699,Fragile
SUP_6986,ABC Chemicals Pvt Ltd,ING_85508,Ammonium Chloride,7647-01-0,99.99%,BN_7532_01,Liquid,7.18,Corrosive,Soluble in water,Stable under 25°C,9.98%,REACH Compliant,31 months,13 working days,In Stock,₹904.67 / unit,https://supplierportal.com/SDS/3896,Hazardous Material
SUP_2713,ABC Chemicals Pvt Ltd,ING_97022,Hydrochloric Acid,7647-01-0,91.36%,BN_2208_05,Gas,12.12,Corrosive,Partially soluble,Avoid sunlight,6.11%,Non-Compliant,10 months,4 working days,Limited Stock,₹384.94 / unit,https://supplierportal.com/SDS/8780,Handle with care
SUP_3768,Prime Chemicals,ING_11771,Ammonium Chloride,7664-93-9,91.64%,BN_5929_10,Liquid,9.2,Corrosive,Soluble in water,Keep refrigerated,5.62%,Non-Compliant,9 months,13 working days,Limited Stock,₹846.02 / unit,https://supplierportal.com/SDS/3129,Hazardous Material
SUP_2857,XYZ Suppliers,ING_12962,Hydrochloric Acid,77-92-9,91.79%,BN_5118_01,Liquid,1.15,Irritant,Soluble in water,Avoid sunlight,4.67%,REACH Compliant,25 months,12 working days,Out of Stock,₹727.91 / unit,https://supplierportal.com/SDS/8795,Fragile
